Date,VFC,INLX,INVO,IONM,IONQ
2021-06-29,81.05,4.25,91.2,716.4,10.55
2021-06-30,82.04,4.5,93.0,756.0,10.69
2021-07-01,83.29,4.5,92.2,817.2,10.7
2021-07-02,84.44,4.25,91.2,797.76,10.48
2021-07-06,82.36,4.25,89.0,763.2,10.53
2021-07-07,82.01,4.75,86.4,741.24,10.44
2021-07-08,80.86,4.72,88.4,721.44,10.42
2021-07-09,83.07,4.28,90.8,741.6,10.5
2021-07-12,82.79,4.28,89.2,723.6,10.46
2021-07-13,81.77,4.28,87.8,720.0,10.31
2021-07-14,80.3,4.28,85.0,720.0,10.13
2021-07-15,79.76,4.28,81.6,676.8,10.11
2021-07-16,77.42,4.75,78.2,712.8,10.12
2021-07-19,75.46,5.4,83.2,666.0,9.95
2021-07-20,78.17,5.05,85.2,676.8,9.95
2021-07-21,79.93,4.61,88.2,684.0,9.92
2021-07-22,80.39,4.4,87.0,641.52,9.96
2021-07-23,83.08,4.4,87.0,642.6,9.95
2021-07-26,83.25,5.04,83.0,619.2,9.95
2021-07-27,83.36,4.58,81.6,590.4,9.93
2021-07-28,82.8,4.58,87.0,633.6,9.93
2021-07-29,84.55,4.58,87.2,644.4,9.91
2021-07-30,80.2,4.42,85.2,644.4,9.92
2021-08-02,81.83,4.57,88.0,644.4,9.93
2021-08-03,81.57,4.57,88.2,548.64,9.94
2021-08-04,79.27,4.38,86.4,576.0,9.96
2021-08-05,80.56,4.38,86.4,621.36,9.98
2021-08-06,80.62,4.38,85.4,604.8,9.94
2021-08-09,79.68,4.38,84.2,576.0,10.0
2021-08-10,80.75,4.38,81.0,612.0,10.0
2021-08-11,81.33,4.32,84.0,633.6,10.0
2021-08-12,80.51,4.32,84.0,609.84,10.01
2021-08-13,80.81,4.32,84.8,622.8,10.02
2021-08-16,79.74,4.75,85.0,604.8,10.0
2021-08-17,77.05,4.31,79.4,567.36,10.01
2021-08-18,76.15,4.31,77.8,552.96,9.98
2021-08-19,75.93,4.41,74.6,558.0,10.0
2021-08-20,76.43,4.41,78.0,558.0,9.99
2021-08-23,76.81,4.41,79.6,543.6,9.96
2021-08-24,76.98,4.41,79.6,540.0,9.98
2021-08-25,77.06,4.41,79.0,558.0,9.92
2021-08-26,76.5,4.41,77.0,550.8,9.96
2021-08-27,76.63,4.41,77.0,572.4,9.98
2021-08-30,76.98,4.89,76.2,550.8,9.98
2021-08-31,76.47,5.3,77.0,547.2,9.99
2021-09-01,76.3,5.2,78.4,565.2,9.97
2021-09-02,75.83,5.1,78.0,576.0,9.97
2021-09-03,76.23,5.29,77.2,576.0,9.98
2021-09-07,71.86,5.4,75.8,550.8,10.01
2021-09-08,71.21,5.1,73.2,550.8,10.0
2021-09-09,72.15,5.4,72.8,550.8,10.07
2021-09-10,70.95,5.55,72.6,2584.8,10.0
2021-09-13,71.76,5.23,71.6,2826.0,10.02
2021-09-14,70.47,4.91,70.2,2826.0,10.0
2021-09-15,69.28,5.55,70.4,2736.0,10.01
2021-09-16,69.15,5.54,70.6,2797.56,10.05
2021-09-17,69.55,5.55,70.6,2815.2,10.06
2021-09-20,67.75,5.2,66.6,2610.0,10.01
2021-09-21,66.25,5.2,66.8,2592.0,10.05
2021-09-22,66.05,5.2,66.6,2469.6,9.99
2021-09-23,67.36,5.2,65.6,2469.6,10.01
2021-09-24,67.96,5.01,65.68,2808.0,11.3
2021-09-27,68.17,5.0,67.0,2808.0,11.94
2021-09-28,67.99,5.0,65.2,2824.56,11.07
2021-09-29,68.54,5.0,63.4,2718.72,10.93
2021-09-30,66.99,5.0,65.2,2712.6,10.4
2021-10-01,68.2,5.0,67.6,2752.92,9.2
2021-10-04,68.78,5.0,68.6,2658.24,7.51
2021-10-05,67.46,5.0,71.0,2728.8,7.73
2021-10-06,66.98,5.2,68.7,2700.0,7.25
2021-10-07,68.4,5.2,72.8,2685.96,7.63
2021-10-08,68.0,5.15,80.0,2664.0,8.41
2021-10-11,69.37,5.24,74.0,2664.0,8.44
2021-10-12,72.3,5.5,71.8,2700.0,8.53
2021-10-13,72.3,6.1,70.6,2692.8,9.24
2021-10-14,73.55,5.75,78.6,2586.6,9.82
2021-10-15,73.55,5.2,79.4,2520.0,10.05
2021-10-18,72.93,5.6,83.8,2448.0,10.69
2021-10-19,73.51,5.04,78.8,2390.4,10.91
2021-10-20,73.93,5.03,80.8,2250.0,10.44
2021-10-21,74.07,5.0,78.6,2113.2,10.18
2021-10-22,70.74,5.35,75.0,2026.8,9.66
2021-10-25,70.73,5.25,68.8,2148.12,10.28
2021-10-26,72.27,5.4,69.4,1998.0,10.52
2021-10-27,70.83,5.5,68.0,2008.8,12.28
2021-10-28,72.77,5.82,67.6,1893.6,13.63
2021-10-29,72.88,5.65,69.0,1980.0,15.04
2021-11-01,73.13,5.5,69.6,1956.24,15.66
2021-11-02,72.07,5.5,71.4,1956.24,15.0
2021-11-03,74.39,5.5,67.4,1956.24,15.35
2021-11-04,73.37,5.63,67.6,1893.6,16.43
2021-11-05,74.04,5.5,66.4,1900.8,19.27
2021-11-08,74.78,5.3,66.2,1908.36,21.35
2021-11-09,75.18,5.3,66.0,1944.0,22.53
2021-11-10,75.53,5.3,65.0,1929.6,18.23
2021-11-11,75.73,5.3,66.0,2001.6,19.25
2021-11-12,76.7,5.5,66.0,1965.6,20.15
2021-11-15,77.26,5.5,66.0,1962.0,19.82
2021-11-16,78.01,5.5,64.8,2433.6,26.38
2021-11-17,76.51,5.52,64.4,2221.2,31.0
2021-11-18,76.38,5.75,61.2,2368.8,27.96
2021-11-19,75.99,5.8,59.0,2325.6,28.01
2021-11-22,76.25,7.9,61.0,2322.0,23.18
2021-11-23,76.26,8.75,58.6,2232.0,24.96
2021-11-24,75.6,8.24,59.8,2340.0,25.96
2021-11-26,73.98,8.05,58.8,2339.64,24.18
2021-11-29,73.73,7.3,60.0,2304.0,24.08
2021-11-30,71.73,7.3,61.6,2217.6,23.82
2021-12-01,70.83,7.78,61.4,2296.8,20.75
2021-12-02,74.07,6.97,62.6,2340.0,21.45
2021-12-03,74.51,7.95,59.0,2394.0,18.78
2021-12-06,75.54,6.7,60.6,2088.0,18.79
2021-12-07,76.86,7.49,64.0,2142.0,21.53
2021-12-08,77.12,7.12,65.0,2070.0,20.97
2021-12-09,76.03,7.0,66.2,2019.6,18.61
2021-12-10,75.98,7.88,67.4,2091.6,18.57
2021-12-13,74.79,7.65,68.0,2091.6,16.67
2021-12-14,73.57,8.34,72.0,1915.2,16.1
2021-12-15,73.8,9.2,74.8,1925.64,17.84
2021-12-16,72.38,8.72,74.2,1890.0,16.06
2021-12-17,70.98,7.1,77.0,1890.0,16.77
2021-12-20,68.09,8.0,78.0,1893.6,15.28
2021-12-21,69.92,8.0,78.0,1864.8,16.18
2021-12-22,69.47,7.44,73.2,1864.8,16.82
2021-12-23,69.45,7.0,72.9,1908.0,17.86
2021-12-27,71.08,7.05,72.0,1800.0,18.3
2021-12-28,71.7,7.07,67.0,1962.0,17.07
2021-12-29,72.39,7.9,64.0,1933.2,17.7
2021-12-30,73.19,7.58,66.6,1800.0,17.73
